MONTH,BOROUGH,COMMUNITYDISTRICT,PAPERTONSCOLLECTED,MGPTONSCOLLECTED,RESORGANICSTONS,BOROUGH_ID
1998 / 04,Manhattan,9,,245.4,,1
1998 / 04,Manhattan,10,,85.3,,1
1998 / 04,Manhattan,11,,90.3,,1
1998 / 04,Manhattan,12,7.4,491,,1
1998 / 04,Queens,1,716.3,512.1,,4
1998 / 04,Queens,2,599,379.7,,4
1998 / 04,Queens,3,397.3,354.4,,4
1998 / 04,Queens,4,340.3,298.4,,4
1998 / 04,Queens,5,915.5,613.7,,4
1998 / 04,Queens,6,569.3,293.7,,4
1998 / 04,Queens,7,1166.8,764.3,,4
1998 / 04,Queens,8,549.9,296.6,,4
1998 / 04,Queens,9,508,420.6,,4
1998 / 04,Queens,10,489.9,401.6,,4
1998 / 04,Queens,11,647.1,349.9,,4
1998 / 04,Queens,12,517.8,574.9,,4
1998 / 04,Queens,13,742.1,606.2,,4
1998 / 04,Queens,14,331.6,262.8,,4
1998 / 04,Staten Island,1,,674.6,,5
1998 / 04,Staten Island,2,,446.3,,5
1998 / 04,Staten Island,3,,597.3,,5
1998 / 03,Bronx,1,264.6,154,,2
1998 / 03,Bronx,2,37.6,88.3,,2
1998 / 03,Bronx,3,41.6,66.3,,2
1998 / 03,Bronx,4,109.3,208.2,,2
1998 / 03,Bronx,5,97.7,222.8,,2
1998 / 03,Bronx,6,314.6,184.3,,2
1998 / 03,Bronx,7,203.7,399.1,,2
1998 / 03,Bronx,8,321.1,218.7,,2
1998 / 03,Bronx,9,159,234.1,,2
1998 / 03,Bronx,10,391,264.9,,2
1998 / 03,Bronx,11,403.8,338.9,,2
1998 / 03,Bronx,12,373.6,433.3,,2
1998 / 03,Brooklyn,1,310,334.2,,3
1998 / 03,Brooklyn,2,363.3,200.4,,3
1998 / 03,Brooklyn,3,158.1,215,,3
1998 / 03,Brooklyn,4,269,282,,3
1998 / 03,Brooklyn,5,210.9,314.5,,3
1998 / 03,Brooklyn,6,613.1,311.4,,3
1998 / 03,Brooklyn,7,359.4,352.6,,3
1998 / 03,Brooklyn,8,161.6,155.1,,3
1998 / 03,Brooklyn,9,187.6,194.2,,3
1998 / 03,Brooklyn,10,680.5,382.2,,3
1998 / 03,Brooklyn,11,708,416.5,,3
1998 / 03,Brooklyn,12,707.9,473.9,,3
1998 / 03,Brooklyn,13,319.1,199.7,,3
1998 / 03,Brooklyn,14,496.7,336.5,,3
1998 / 03,Brooklyn,15,766.3,400.3,,3
1998 / 03,Brooklyn,16,152.2,102.3,,3
1998 / 03,Brooklyn,17,291.2,297.4,,3
1998 / 03,Brooklyn,18,805,487.7,,3
1998 / 03,Manhattan,1,,53.4,,1
1998 / 03,Manhattan,2,,282,,1
1998 / 03,Manhattan,3,3.7,174.5,,1
1998 / 03,Manhattan,4,,365.6,,1
1998 / 03,Manhattan,5,,106,,1
1998 / 03,Manhattan,6,22.4,535,,1
1998 / 03,Manhattan,7,,595.4,,1
1998 / 03,Manhattan,8,14,642.5,,1
1998 / 03,Manhattan,9,,175.9,,1
1998 / 03,Manhattan,10,,97.9,,1
1998 / 03,Manhattan,11,,84.7,,1
1998 / 03,Manhattan,12,42.8,422.7,,1
1998 / 03,Queens,1,673,485,,4
1998 / 03,Queens,2,571.6,365.6,,4
1998 / 03,Queens,3,363.1,324.4,,4
1998 / 03,Queens,4,313.1,275.7,,4
1998 / 03,Queens,5,866.4,575,,4
1998 / 03,Queens,6,513.4,249,,4
1998 / 03,Queens,7,967.7,563.6,,4
1998 / 03,Queens,8,526.4,283.5,,4
1998 / 03,Queens,9,513.5,391.3,,4
1998 / 03,Queens,10,470.6,359.5,,4
1998 / 03,Queens,11,669.7,301.7,,4
1998 / 03,Queens,12,481.6,500.9,,4
1998 / 03,Queens,13,699.2,528.9,,4
1998 / 03,Queens,14,323.6,218,,4
1998 / 03,Staten Island,1,,483.9,,5
1998 / 03,Staten Island,2,,386.5,,5
1998 / 03,Staten Island,3,,508,,5
1998 / 02,Bronx,1,229.5,139,,2
1998 / 02,Bronx,2,31.5,77,,2
1998 / 02,Bronx,3,33.9,59.5,,2
1998 / 02,Bronx,4,103.4,192.2,,2
1998 / 02,Bronx,5,85.6,198,,2
1998 / 02,Bronx,6,276,168.7,,2
1998 / 02,Bronx,7,200.4,397.5,,2
1998 / 02,Bronx,8,316.6,213.7,,2
1998 / 02,Bronx,9,158,227.2,,2
1998 / 02,Bronx,10,384,265.1,,2
1998 / 02,Bronx,11,353.3,297.2,,2
1998 / 02,Bronx,12,345.9,388.2,,2
1998 / 02,Brooklyn,1,295,314.1,,3
1998 / 02,Brooklyn,2,361.8,204.8,,3
1998 / 02,Brooklyn,3,136.1,199.9,,3
1998 / 02,Brooklyn,4,259.7,270.6,,3
1998 / 02,Brooklyn,5,174.9,273.9,,3
1998 / 02,Brooklyn,6,582.8,292.5,,3
1998 / 02,Brooklyn,7,330.9,330,,3
1998 / 02,Brooklyn,8,160.7,154.9,,3
1998 / 02,Brooklyn,9,176.4,179.9,,3
1998 / 02,Brooklyn,10,615.9,340.8,,3
1998 / 02,Brooklyn,11,653.1,400.8,,3
1998 / 02,Brooklyn,12,590.5,399.7,,3
1998 / 02,Brooklyn,13,288.3,171.6,,3
1998 / 02,Brooklyn,14,411.3,288.6,,3
1998 / 02,Brooklyn,15,653.9,352.8,,3
1998 / 02,Brooklyn,16,141.3,108.8,,3
1998 / 02,Brooklyn,17,266.5,272.6,,3
1998 / 02,Brooklyn,18,718,432.7,,3
1998 / 02,Manhattan,1,3.1,50.1,,1
1998 / 02,Manhattan,2,10.8,257.1,,1
1998 / 02,Manhattan,3,8.5,168.9,,1
1998 / 02,Manhattan,4,,354,,1
1998 / 02,Manhattan,5,,106.2,,1
1998 / 02,Manhattan,6,13,532.8,,1
1998 / 02,Manhattan,7,,547.7,,1
1998 / 02,Manhattan,8,,613.8,,1
1998 / 02,Manhattan,9,,167.4,,1
1998 / 02,Manhattan,10,,92.6,,1
1998 / 02,Manhattan,11,,79.7,,1
1998 / 02,Manhattan,12,4.3,402.7,,1
1998 / 02,Queens,1,632.1,445.8,,4
1998 / 02,Queens,2,518.6,342.3,,4
1998 / 02,Queens,3,353.7,333.9,,4
1998 / 02,Queens,4,301.7,273.7,,4
1998 / 02,Queens,5,838.9,512.5,,4
1998 / 02,Queens,6,485.3,238.9,,4
1998 / 02,Queens,7,910.1,537.7,,4
1998 / 02,Queens,8,494.7,247.3,,4
1998 / 02,Queens,9,464.9,354.6,,4
1998 / 02,Queens,10,433.1,332.6,,4
1998 / 02,Queens,11,629.6,266,,4
1998 / 02,Queens,12,452.5,477.4,,4
1998 / 02,Queens,13,645.1,494.3,,4
1998 / 02,Queens,14,287.7,214.2,,4
1998 / 02,Staten Island,1,,433.2,,5
1998 / 02,Staten Island,2,,336.9,,5
1998 / 02,Staten Island,3,,441.7,,5
1998 / 01,Bronx,1,253.9,162.3,,2
1998 / 01,Bronx,2,59.5,114.1,,2
1998 / 01,Bronx,3,40.2,56.6,,2
1998 / 01,Bronx,4,142.1,233.5,,2
1998 / 01,Bronx,5,120.6,243.8,,2
1998 / 01,Bronx,6,298.5,201,,2
1998 / 01,Bronx,7,253,490.4,,2
1998 / 01,Bronx,8,391.3,265.6,,2
1998 / 01,Bronx,9,208.5,284.7,,2
1998 / 01,Bronx,10,457.5,330.6,,2
1998 / 01,Bronx,11,426.6,339.6,,2
1998 / 01,Bronx,12,409.2,456.3,,2
1998 / 01,Brooklyn,1,346.9,389.8,,3
1998 / 01,Brooklyn,2,431.5,256.7,,3
1998 / 01,Brooklyn,3,154.6,229.2,,3
1998 / 01,Brooklyn,4,310,325.9,,3
1998 / 01,Brooklyn,5,212.8,323.4,,3
1998 / 01,Brooklyn,6,714.7,374.5,,3
1998 / 01,Brooklyn,7,387.1,397.8,,3
1998 / 01,Brooklyn,8,202.3,184.2,,3
1998 / 01,Brooklyn,9,221.2,231.8,,3
1998 / 01,Brooklyn,10,739.9,425.8,,3
1998 / 01,Brooklyn,11,764.4,458.6,,3
1998 / 01,Brooklyn,12,675.2,472.2,,3
1998 / 01,Brooklyn,13,311,189.2,,3
1998 / 01,Brooklyn,14,462.4,335.8,,3
1998 / 01,Brooklyn,15,812.6,430.6,,3
1998 / 01,Brooklyn,16,145.6,122.9,,3
1998 / 01,Brooklyn,17,306.8,333.5,,3
1998 / 01,Brooklyn,18,907.9,571.9,,3
1998 / 01,Manhattan,1,36.4,81.6,,1
1998 / 01,Manhattan,2,26.8,330.1,,1
1998 / 01,Manhattan,3,24.4,208.8,,1
1998 / 01,Manhattan,4,26.1,440.1,,1
1998 / 01,Manhattan,5,31.3,143.5,,1
1998 / 01,Manhattan,6,65.5,684.2,,1
1998 / 01,Manhattan,7,63.1,718.1,,1
1998 / 01,Manhattan,8,67.5,766,,1
1998 / 01,Manhattan,9,11.7,196.3,,1
1998 / 01,Manhattan,10,18.7,112.7,,1
1998 / 01,Manhattan,11,5.4,100.3,,1
1998 / 01,Manhattan,12,20.9,514.2,,1
1998 / 01,Queens,1,805.5,571.9,,4
1998 / 01,Queens,2,583.4,412.6,,4
1998 / 01,Queens,3,440.6,423.4,,4
1998 / 01,Queens,4,387.9,334.6,,4
1998 / 01,Queens,5,1021.2,699.7,,4
1998 / 01,Queens,6,511.6,253.6,,4
1998 / 01,Queens,7,1101.6,674.3,,4
1998 / 01,Queens,8,569.4,296.1,,4
1998 / 01,Queens,9,546.2,429.4,,4
1998 / 01,Queens,10,536.7,396.2,,4
1998 / 01,Queens,11,704.3,323.2,,4
1998 / 01,Queens,12,520.2,564.6,,4
1998 / 01,Queens,13,811.2,612.5,,4
1998 / 01,Queens,14,338.6,263.8,,4
1998 / 01,Staten Island,1,,553.2,,5
1998 / 01,Staten Island,2,,413.8,,5
1998 / 01,Staten Island,3,,543.3,,5
1997 / 12,Bronx,1,245.2,153,,2
1997 / 12,Bronx,2,41.7,80.5,,2
1997 / 12,Bronx,3,37.8,58,,2
1997 / 12,Bronx,4,128.5,212.7,,2
1997 / 12,Bronx,5,116,220.7,,2
1997 / 12,Bronx,6,334.5,193.9,,2
1997 / 12,Bronx,7,265.5,457.9,,2
1997 / 12,Bronx,8,361.5,225.5,,2
1997 / 12,Bronx,9,185.1,267.9,,2
1997 / 12,Bronx,10,517.1,306.5,,2
1997 / 12,Bronx,11,393.5,286.7,,2
1997 / 12,Bronx,12,435.5,438.2,,2
1997 / 12,Brooklyn,1,358.2,374.1,,3
1997 / 12,Brooklyn,2,421.1,223.9,,3
1997 / 12,Brooklyn,3,163.7,209.6,,3
1997 / 12,Brooklyn,4,299,282.9,,3
1997 / 12,Brooklyn,5,233.7,333.1,,3
1997 / 12,Brooklyn,6,692.7,332.1,,3
1997 / 12,Brooklyn,7,441,380.1,,3
1997 / 12,Brooklyn,8,189.7,192.3,,3
1997 / 12,Brooklyn,9,204.2,212.1,,3
1997 / 12,Brooklyn,10,760.7,395.7,,3
1997 / 12,Brooklyn,11,869.4,463.4,,3
1997 / 12,Brooklyn,12,686.6,455.2,,3
1997 / 12,Brooklyn,13,360.8,204.3,,3
1997 / 12,Brooklyn,14,495.4,331.4,,3
1997 / 12,Brooklyn,15,836.9,402,,3
1997 / 12,Brooklyn,16,181.3,126.6,,3
1997 / 12,Brooklyn,17,355.2,344.7,,3
1997 / 12,Brooklyn,18,912.1,488.3,,3
1997 / 12,Manhattan,1,80.5,51.4,,1
1997 / 12,Manhattan,2,156.2,283.8,,1
1997 / 12,Manhattan,3,60.1,197.8,,1
1997 / 12,Manhattan,4,224.3,380.6,,1
1997 / 12,Manhattan,5,108.9,110.6,,1
1997 / 12,Manhattan,6,421.9,587.6,,1
1997 / 12,Manhattan,7,354.9,630,,1
1997 / 12,Manhattan,8,467.5,703.6,,1
1997 / 12,Manhattan,9,90.3,167.6,,1
1997 / 12,Manhattan,10,25.7,87.3,,1
1997 / 12,Manhattan,11,34.1,75.1,,1
1997 / 12,Manhattan,12,126.5,439.8,,1
1997 / 12,Queens,1,711,466.1,,4
1997 / 12,Queens,2,694.7,402.9,,4
1997 / 12,Queens,3,442.5,392.4,,4
1997 / 12,Queens,4,418.2,323.9,,4
1997 / 12,Queens,5,1004.7,567,,4
1997 / 12,Queens,6,682.5,290,,4
1997 / 12,Queens,7,1142.5,630.6,,4
1997 / 12,Queens,8,609.2,273.2,,4
1997 / 12,Queens,9,606.6,401.2,,4
1997 / 12,Queens,10,579.3,386.9,,4
1997 / 12,Queens,11,826.7,333.1,,4
1997 / 12,Queens,12,596.4,565.4,,4
1997 / 12,Queens,13,849.2,588.9,,4
1997 / 12,Queens,14,408,252.4,,4
1997 / 12,Staten Island,1,,518.7,,5
1997 / 12,Staten Island,2,,393.7,,5
1997 / 12,Staten Island,3,,512.3,,5
1997 / 11,Bronx,1,245.6,127.6,,2
1997 / 11,Bronx,2,35.2,73.7,,2
1997 / 11,Bronx,3,32,51.3,,2
1997 / 11,Bronx,4,121.5,210.7,,2
1997 / 11,Bronx,5,90.2,186,,2
1997 / 11,Bronx,6,306.6,177.8,,2
1997 / 11,Bronx,7,240.8,422.6,,2
1997 / 11,Bronx,8,387.7,241.4,,2
1997 / 11,Bronx,9,174.2,234.4,,2
1997 / 11,Bronx,10,442.9,279.9,,2
1997 / 11,Bronx,11,398.6,303,,2
1997 / 11,Bronx,12,382.4,395.5,,2
1997 / 11,Brooklyn,1,314.1,318.7,,3
1997 / 11,Brooklyn,2,396.5,198.5,,3
1997 / 11,Brooklyn,3,159.4,200.8,,3
1997 / 11,Brooklyn,4,289.2,274.4,,3
1997 / 11,Brooklyn,5,209.8,280,,3
1997 / 11,Brooklyn,6,666.9,294.5,,3
1997 / 11,Brooklyn,7,389.4,340.5,,3
1997 / 11,Brooklyn,8,182.1,169.3,,3
1997 / 11,Brooklyn,9,190.6,175.3,,3
1997 / 11,Brooklyn,10,714.8,369.6,,3
1997 / 11,Brooklyn,11,779.4,440.9,,3
1997 / 11,Brooklyn,12,670,436.1,,3
1997 / 11,Brooklyn,13,318.4,175.8,,3
1997 / 11,Brooklyn,14,473.3,316.1,,3
1997 / 11,Brooklyn,15,790.8,380.4,,3
1997 / 11,Brooklyn,16,155.8,116.8,,3
1997 / 11,Brooklyn,17,322.5,289.7,,3
1997 / 11,Brooklyn,18,819.2,432.7,,3
1997 / 11,Manhattan,1,11.8,74.9,,1
1997 / 11,Manhattan,2,5.4,265.4,,1
1997 / 11,Manhattan,3,27.3,190.3,,1
1997 / 11,Manhattan,4,30.2,379.7,,1
1997 / 11,Manhattan,5,27.2,111.9,,1
1997 / 11,Manhattan,6,44.1,531.2,,1
1997 / 11,Manhattan,7,58.9,549.5,,1
1997 / 11,Manhattan,8,99.9,638.3,,1
1997 / 11,Manhattan,9,4.5,177.4,,1
1997 / 11,Manhattan,10,0.5,105.6,,1
1997 / 11,Manhattan,11,2.6,81.1,,1
1997 / 11,Manhattan,12,67.3,425.4,,1
1997 / 11,Queens,1,681,429,,4
1997 / 11,Queens,2,608.6,351,,4
1997 / 11,Queens,3,439.6,354.4,,4
1997 / 11,Queens,4,362.1,278.5,,4
1997 / 11,Queens,5,908.9,526.9,,4
1997 / 11,Queens,6,599.7,267.6,,4
1997 / 11,Queens,7,1089.4,590.6,,4
1997 / 11,Queens,8,572.6,259,,4
1997 / 11,Queens,9,544.6,346.9,,4
1997 / 11,Queens,10,507.5,342.4,,4
1997 / 11,Queens,11,741.4,285.1,,4
1997 / 11,Queens,12,524.1,504.7,,4
1997 / 11,Queens,13,768.3,522.9,,4
1997 / 11,Queens,14,360.2,230.2,,4
1997 / 11,Staten Island,1,,486.2,,5
1997 / 11,Staten Island,2,,366.7,,5
1997 / 11,Staten Island,3,,479.8,,5
1997 / 10,Bronx,1,270.2,157,,2
1997 / 10,Bronx,2,31.8,70.6,,2
1997 / 10,Bronx,3,56.6,84,,2
1997 / 10,Bronx,4,119.1,214.6,,2
1997 / 10,Bronx,5,110.8,227,,2
1997 / 10,Bronx,6,319.2,201.6,,2
1997 / 10,Bronx,7,217.3,438.5,,2
1997 / 10,Bronx,8,412,271.9,,2
1997 / 10,Bronx,9,176,261.5,,2
1997 / 10,Bronx,10,443,305.2,,2
1997 / 10,Bronx,11,418.4,340.1,,2
1997 / 10,Bronx,12,406.9,467.4,,2
1997 / 10,Brooklyn,1,353.7,381.6,,3
1997 / 10,Brooklyn,2,450.6,235.7,,3
1997 / 10,Brooklyn,3,163.6,220.2,,3
1997 / 10,Brooklyn,4,345,310.4,,3
1997 / 10,Brooklyn,5,203.3,299.9,,3
1997 / 10,Brooklyn,6,688.1,333.8,,3
1997 / 10,Brooklyn,7,378.5,372.6,,3
1997 / 10,Brooklyn,8,202.6,182.6,,3
1997 / 10,Brooklyn,9,232,222.4,,3
1997 / 10,Brooklyn,10,755.4,392.6,,3
1997 / 10,Brooklyn,11,797.5,468.4,,3
1997 / 10,Brooklyn,12,626.4,477,,3
1997 / 10,Brooklyn,13,371.8,221.1,,3
1997 / 10,Brooklyn,14,460.1,306.7,,3
1997 / 10,Brooklyn,15,782.6,398.6,,3
1997 / 10,Brooklyn,16,125.4,123.1,,3
1997 / 10,Brooklyn,17,322.8,299.9,,3
1997 / 10,Brooklyn,18,831.3,460.7,,3
1997 / 10,Manhattan,1,,55.8,,1
1997 / 10,Manhattan,2,,289.9,,1
1997 / 10,Manhattan,3,,202.2,,1
1997 / 10,Manhattan,4,,429,,1
1997 / 10,Manhattan,5,,121.8,,1
1997 / 10,Manhattan,6,,617.7,,1
1997 / 10,Manhattan,7,11.1,611.5,,1
1997 / 10,Manhattan,8,,714.4,,1
1997 / 10,Manhattan,9,,221.4,,1
1997 / 10,Manhattan,10,,99.5,,1
1997 / 10,Manhattan,11,,84.6,,1
1997 / 10,Manhattan,12,,482.3,,1
1997 / 10,Queens,1,766.7,446.8,,4
1997 / 10,Queens,2,659.3,361.9,,4
1997 / 10,Queens,3,460.5,344.5,,4
1997 / 10,Queens,4,374.3,293.8,,4
1997 / 10,Queens,5,1006.9,559.4,,4
1997 / 10,Queens,6,682.7,270.6,,4
1997 / 10,Queens,7,1157.5,646.3,,4
1997 / 10,Queens,8,641.8,299.5,,4
1997 / 10,Queens,9,600,366,,4
1997 / 10,Queens,10,556.5,392,,4
1997 / 10,Queens,11,826.9,326.8,,4
1997 / 10,Queens,12,563.2,542.3,,4
1997 / 10,Queens,13,825,593.7,,4
1997 / 10,Queens,14,374.1,260.3,,4
1997 / 10,Staten Island,1,,567.5,,5
1997 / 10,Staten Island,2,,420.9,,5
1997 / 10,Staten Island,3,,529.2,,5
1997 / 09,Bronx,1,250.8,139.8,,2
1997 / 09,Bronx,2,31.9,75.6,,2
1997 / 09,Bronx,3,31.2,55.1,,2
1997 / 09,Bronx,4,101.7,188.1,,2
1997 / 09,Bronx,5,79.9,190.1,,2
1997 / 09,Bronx,6,310,178.2,,2
1997 / 09,Bronx,7,193.9,404.5,,2
1997 / 09,Bronx,8,329.1,225.5,,2
1997 / 09,Bronx,9,152.6,240.3,,2
1997 / 09,Bronx,10,381,282.3,,2
1997 / 09,Bronx,11,397.4,350.5,,2
1997 / 09,Bronx,12,362.1,461.4,,2
1997 / 09,Brooklyn,1,263.3,260.2,,3
1997 / 09,Brooklyn,2,332.7,161.2,,3
1997 / 09,Brooklyn,3,145.1,191.6,,3
1997 / 09,Brooklyn,4,292.8,244.2,,3
1997 / 09,Brooklyn,5,185.7,261.8,,3
1997 / 09,Brooklyn,6,624.9,302.5,,3
1997 / 09,Brooklyn,7,320.2,299.4,,3
1997 / 09,Brooklyn,8,137.6,125.4,,3
1997 / 09,Brooklyn,9,162.5,150.2,,3
1997 / 09,Brooklyn,10,667.4,311.5,,3
1997 / 09,Brooklyn,11,656.4,348.9,,3
1997 / 09,Brooklyn,12,597.1,367.4,,3
1997 / 09,Brooklyn,13,315.5,169.9,,3
1997 / 09,Brooklyn,14,458.7,257.2,,3
1997 / 09,Brooklyn,15,755.5,303.2,,3
1997 / 09,Brooklyn,16,121.9,99,,3
1997 / 09,Brooklyn,17,280.7,269.4,,3
1997 / 09,Brooklyn,18,709.5,372.3,,3
1997 / 09,Manhattan,1,,51.9,,1
1997 / 09,Manhattan,2,,253.8,,1
1997 / 09,Manhattan,3,,174.9,,1
1997 / 09,Manhattan,4,,349,,1
1997 / 09,Manhattan,5,,100.3,,1
1997 / 09,Manhattan,6,,521.8,,1
1997 / 09,Manhattan,7,,539.2,,1
1997 / 09,Manhattan,8,,582.7,,1
1997 / 09,Manhattan,9,3,173.2,,1
1997 / 09,Manhattan,10,6.3,93.9,,1
1997 / 09,Manhattan,11,,69.1,,1
1997 / 09,Manhattan,12,9.1,410.3,,1
1997 / 09,Queens,1,472,315.2,,4
1997 / 09,Queens,2,470.6,290.5,,4
1997 / 09,Queens,3,287.9,260.6,,4
1997 / 09,Queens,4,261.8,209.9,,4
1997 / 09,Queens,5,665.7,411.7,,4
1997 / 09,Queens,6,440.2,179.2,,4
1997 / 09,Queens,7,868.4,599.7,,4
1997 / 09,Queens,8,470.3,230.8,,4
1997 / 09,Queens,9,439.8,302.2,,4
1997 / 09,Queens,10,371.6,319.5,,4
1997 / 09,Queens,11,603.5,239.3,,4
1997 / 09,Queens,12,379.7,435.5,,4
1997 / 09,Queens,13,590.1,435.6,,4
1997 / 09,Queens,14,254.2,173.5,,4
1997 / 09,Staten Island,1,,516.8,,5
1997 / 09,Staten Island,2,,398.5,,5
1997 / 09,Staten Island,3,,514.2,,5
1997 / 08,Bronx,1,218.2,154.2,,2
1997 / 08,Bronx,2,34.6,100.2,,2
1997 / 08,Bronx,3,28.6,56.2,,2
1997 / 08,Bronx,4,109.4,220.3,,2
1997 / 08,Bronx,5,84,228.3,,2
1997 / 08,Bronx,6,242.1,190.3,,2
1997 / 08,Bronx,7,194.5,454.3,,2
1997 / 08,Bronx,8,318,246.8,,2
1997 / 08,Bronx,9,167.9,282.7,,2
1997 / 08,Bronx,10,377.5,320,,2
1997 / 08,Bronx,11,352.6,334.1,,2
1997 / 08,Bronx,12,345.7,474,,2
1997 / 08,Brooklyn,1,196.1,260.1,,3
1997 / 08,Brooklyn,2,278.4,174.9,,3
1997 / 08,Brooklyn,3,114.3,197.7,,3
1997 / 08,Brooklyn,4,240.5,271.3,,3
1997 / 08,Brooklyn,5,144.3,253.3,,3
1997 / 08,Brooklyn,6,541,317.9,,3
1997 / 08,Brooklyn,7,259.4,302.9,,3
1997 / 08,Brooklyn,8,121.4,122.8,,3
1997 / 08,Brooklyn,9,150.3,161.9,,3
1997 / 08,Brooklyn,10,495.9,281.9,,3
1997 / 08,Brooklyn,11,522.3,338.3,,3
1997 / 08,Brooklyn,12,403.5,314.4,,3
1997 / 08,Brooklyn,13,265.6,163.7,,3
1997 / 08,Brooklyn,14,308.5,223.4,,3
1997 / 08,Brooklyn,15,571,286.7,,3
1997 / 08,Brooklyn,16,86.2,102.4,,3
1997 / 08,Brooklyn,17,230.3,262.8,,3
1997 / 08,Brooklyn,18,584.9,376.5,,3
1997 / 08,Manhattan,1,,50.2,,1
1997 / 08,Manhattan,2,,255.4,,1
1997 / 08,Manhattan,3,,175.8,,1
1997 / 08,Manhattan,4,,388.5,,1
1997 / 08,Manhattan,5,,118.8,,1
1997 / 08,Manhattan,6,,525.9,,1
1997 / 08,Manhattan,7,,526.9,,1
1997 / 08,Manhattan,8,10.7,572,,1
1997 / 08,Manhattan,9,,188.9,,1
1997 / 08,Manhattan,10,,106.5,,1
1997 / 08,Manhattan,11,,85.8,,1
1997 / 08,Manhattan,12,,488.3,,1
1997 / 08,Queens,1,452.1,326.1,,4
1997 / 08,Queens,2,420,299.3,,4
1997 / 08,Queens,3,307.6,299.1,,4
1997 / 08,Queens,4,287.4,231,,4
1997 / 08,Queens,5,575.4,397.3,,4
1997 / 08,Queens,6,402.6,172.6,,4
1997 / 08,Queens,7,1249.6,785.2,,4
1997 / 08,Queens,8,427.7,217.2,,4
1997 / 08,Queens,9,390.3,310.9,,4
1997 / 08,Queens,10,339.8,304.3,,4
1997 / 08,Queens,11,529.1,221.9,,4
1997 / 08,Queens,12,370.1,469.4,,4
1997 / 08,Queens,13,574.9,462.3,,4
1997 / 08,Queens,14,248.5,196.2,,4
1997 / 08,Staten Island,1,,529.6,,5
1997 / 08,Staten Island,2,,395.7,,5
1997 / 08,Staten Island,3,,515.1,,5
1997 / 07,Bronx,1,218.1,135,,2
1997 / 07,Bronx,2,39.8,104.1,,2
1997 / 07,Bronx,3,33.7,58.3,,2
1997 / 07,Bronx,4,116.5,210.4,,2
1997 / 07,Bronx,5,87.7,223.5,,2
1997 / 07,Bronx,6,275.6,217,,2
1997 / 07,Bronx,7,223.1,485.6,,2
1997 / 07,Bronx,8,309.8,234.6,,2
1997 / 07,Bronx,9,169.8,301.9,,2
1997 / 07,Bronx,10,425.5,348.9,,2
1997 / 07,Bronx,11,340.2,333.9,,2
1997 / 07,Bronx,12,370.1,505.9,,2
1997 / 07,Brooklyn,1,217.8,309.4,,3
1997 / 07,Brooklyn,2,294.5,186.7,,3
1997 / 07,Brooklyn,3,112.2,200.5,,3
1997 / 07,Brooklyn,4,249.1,247.3,,3
1997 / 07,Brooklyn,5,147.2,265.6,,3
1997 / 07,Brooklyn,6,515.5,324.3,,3
1997 / 07,Brooklyn,7,274.2,322.4,,3
1997 / 07,Brooklyn,8,156.2,156.7,,3
1997 / 07,Brooklyn,9,133.6,141.3,,3
1997 / 07,Brooklyn,10,507.8,298.8,,3
1997 / 07,Brooklyn,11,568.2,378.4,,3
1997 / 07,Brooklyn,12,428.2,354,,3
1997 / 07,Brooklyn,13,298.8,168.8,,3
1997 / 07,Brooklyn,14,327.4,234.7,,3
1997 / 07,Brooklyn,15,570.7,304.3,,3
1997 / 07,Brooklyn,16,106.9,132.2,,3
1997 / 07,Brooklyn,17,238.4,279.2,,3
1997 / 07,Brooklyn,18,603,410.1,,3
1997 / 07,Manhattan,1,,42,,1
1997 / 07,Manhattan,2,0,269.9,,1
1997 / 07,Manhattan,3,12.9,207,,1
1997 / 07,Manhattan,4,29.5,373.3,,1
1997 / 07,Manhattan,5,,106.1,,1
1997 / 07,Manhattan,6,47.7,571.1,,1
1997 / 07,Manhattan,7,36.6,528.3,,1
1997 / 07,Manhattan,8,75,587.8,,1
1997 / 07,Manhattan,9,,164.8,,1
1997 / 07,Manhattan,10,4.4,103.5,,1
1997 / 07,Manhattan,11,13.2,69.7,,1
1997 / 07,Manhattan,12,25.1,455.8,,1
1997 / 07,Queens,1,463.2,333.8,,4
1997 / 07,Queens,2,468.1,304.6,,4
1997 / 07,Queens,3,316.3,321.1,,4
1997 / 07,Queens,4,288.8,257.5,,4
1997 / 07,Queens,5,607.2,428.4,,4
1997 / 07,Queens,6,458.2,206.8,,4
1997 / 07,Queens,7,1238,845.9,,4
1997 / 07,Queens,8,441,229,,4
1997 / 07,Queens,9,390.6,332,,4
1997 / 07,Queens,10,343.7,325.3,,4
1997 / 07,Queens,11,553.7,253,,4
1997 / 07,Queens,12,393.9,522.4,,4
1997 / 07,Queens,13,567.8,485.1,,4
1997 / 07,Queens,14,272.3,202.7,,4
1997 / 07,Staten Island,1,,563.2,,5
1997 / 07,Staten Island,2,,437.3,,5
1997 / 07,Staten Island,3,,559.2,,5
1997 / 06,Bronx,1,224.6,147.6,,2
1997 / 06,Bronx,2,33.7,78.4,,2
1997 / 06,Bronx,3,30.4,55,,2
1997 / 06,Bronx,4,105.3,178.9,,2
1997 / 06,Bronx,5,77.8,191,,2
1997 / 06,Bronx,6,280.5,182.7,,2
1997 / 06,Bronx,7,197.8,383.9,,2
1997 / 06,Bronx,8,307.2,216.8,,2
1997 / 06,Bronx,9,158.4,241.5,,2
