Alert ID,Event ID,Update Number,Date,Agency,Status Label,Affected,Header,Description
474268,232472,5,1/6/26,NYCT Subway,stops-skipped | delays,E | F | M | R,"Forest Hills-71 Av-bound M express from 21 St-Queensbridge to Jackson Heights.
Forest Hills-71 Av-bound R express from Queens Plaza to Jackson Heights.","What's Happening?

Emergency teams are responding to a person who was struck by a train at Northern Blvd.

For service to/from bypassed stations, take a Middle Village-Metropolitan Av-bound M or Bay Ridge-95 St-bound R train.

Some Forest Hills-71 Av-bound R trains will run on the Q line from 57 St/7 Av to 96 St.
The last stop on some Forest Hills-71 Av-bound M trains will be 21 St-Queensbridge.

Listen for announcements to hear how your train will operate.
Expect delays in Jamaica-bound E/F service while they share the tracks with rerouted M/R trains."
474274,232472,6,1/6/26,NYCT Subway,delays,E | F | M | R,E/F/M/R trains are running with delays in both directions after emergency teams responded to a person who was struck by a train at Northern Blvd.,Forest Hills-71 Av-bound M/R trans have resumed making local stops from 21 St-Queensbridge/Queens Plaza to Jackson Heights-Roosevelt Av.
474276,232472,7,1/6/26,NYCT Subway,delays,E | F | M | R,E/F/M/R trains are running with delays in both directions after emergency teams responded to a person who was struck by a train at Northern Blvd.,Forest Hills-71 Av-bound M/R trains have resumed making local stops from 21 St-Queensbridge/Queens Plaza to Jackson Heights-Roosevelt Av.
474176,232432,1,1/6/26,NYCT Subway,delays,D | N | R,Coney Island-Stillwell Av-bound D/N and Bay Ridge-95 St-bound R trains are delayed while we perform track maintenance near 59 St (Brooklyn).,"Some Coney Island-Stillwell Av-bound D trains are running on the express track from Atlantic Av to 36 St
.
Some Coney Island-Stillwell Av-bound N trains are running on the D line from 36 St to Coney Island-Stillwell Av
.
Listen to announcements to hear how your train will operate."
474060,232375,0,1/5/26,NYCT Subway,reroute | part-suspended,N | Q | R,"N/Q/R service is disrupted in both directions.

There is limited N service in Manhattan.","What's Happening?

NYPD is responding to an unauthorized person on the track near 57 St/7 Av.

Service Changes

The last stop on downtown N trains will be Queensboro Plaza, where they will turn back for Astoria-Ditmars Blvd-bound service. 

Downtown R trains are running via Roosevelt Island to W 4 St-Wash Sq, and then via the D line to 36 St (Brooklyn). 

Downtown Q trains are running via the M line from Lexington Av/63 St to W 4 St-Wash Sq, and then via the B line to DeKalb Av.

For continued service to Manhattan from Queensboro Plaza, transfer to a 34 St-Hudson Yards-bound 7 train. 

Expect delays on B/D/F/M trains while they share the track with rerouted trains."
474061,232375,1,1/5/26,NYCT Subway,reroute | part-suspended | delays,N | Q | R | W,"N/Q/R/W service is disrupted in both directions.

There is limited N service in Manhattan.","What's Happening?

NYPD is responding to an unauthorized person on the track near 57 St/7 Av.

Service Changes

The last stop on downtown N trains will be Queensboro Plaza, where they will turn back for Astoria-Ditmars Blvd-bound service.

Downtown R trains are running via Roosevelt Island to W 4 St-Wash Sq, and then via the D line to 36 St (Brooklyn).

Downtown Q trains are running via the M line from Lexington Av/63 St to W 4 St-Wash Sq, and then via the B line to DeKalb Av.

For continued service to Manhattan from Queensboro Plaza, transfer to a 34 St-Hudson Yards-bound 7 train.

Expect delays on B/D/F/M trains while they share the track with rerouted trains."
474065,232375,2,1/5/26,NYCT Subway,delays | severe-delays,N | Q | R | W,"Downtown N and W trains in both directions are running with severe delays. 

R trains are running with delays in both directions.","What Happened?

NYPD responded to an unauthorized person on the track near 57 St/7 Av.

Downtown N/Q/R trains have resumed making scheduled stops."
474066,232375,3,1/5/26,NYCT Subway,delays | severe-delays,N | Q | R | W,"Downtown N and W trains in both directions are running with severe delays.

Downtown Q and R trains are running with delays in both directions.","What Happened?

NYPD responded to an unauthorized person on the track near 57 St/7 Av.

Downtown N/Q/R trains have resumed making scheduled stops."
474067,232375,4,1/5/26,NYCT Subway,delays | severe-delays,N | Q | R | W,"Downtown N and W trains in both directions are running with severe delays.

Downtown Q and R trains in both directions are running with delays.","What Happened?

NYPD responded to an unauthorized person on the track near 57 St/7 Av.

Downtown N/Q/R trains have resumed making scheduled stops."
474072,232375,5,1/5/26,NYCT Subway,delays,N | Q | R | W,"Downtown N/Q trains are running with delays.
R/W trains are running with delays in both directions.","What Happened?
NYPD responded to an unauthorized person on the track near 57 St/7 Av."
474028,232363,1,1/5/26,NYCT Subway,stops-skipped,R | W,Uptown R/W trains are running express from Canal St to 34 St-Herald Sq while we request NYPD assistance for someone being disruptive at 14 St-Union Sq.,"For service to/from bypassed stations, take a downtown train.

Expect delays on uptown N/Q trains while they share the track with rerouted trains."
474032,232363,2,1/5/26,NYCT Subway,delays,R | W,Uptown R/W trains are running with delays after NYPD responded to someone being disruptive on a train at 14 St-Union Sq.,Uptown R/W trains have resumed making scheduled stops in Manhattan.
474019,232351,6,1/5/26,NYCT Subway,reroute | delays,N | Q | R,"Uptown N/Q trains are running via the R line from DeKalb Av to Canal St.

Uptown Q trains are running express from Brighton Beach to Kings Hwy.","What's Happening?

We are continuing to address a switch problem near DeKalb Av.

We are addressing a signal problem near Sheepshead Bay.

Additional Service Changes

Some uptown R trains will run via the Q line in Manhattan.

Listen to announcements on your train to hear how it will run.

Boarding Change

Board all uptown N/R trains from the upper level Q platform at Canal St.

Expect delays on uptown R trains while they share the track with rerouted trains.

As an alternative to B/Q service in Brooklyn, consider using nearby B49 or B68 buses."
474015,232351,5,1/5/26,NYCT Subway,reroute | delays | severe-delays,B | N | Q | R,"Uptown N/Q trains are running via the R line from DeKalb Av to Canal St.

Uptown B trains are running with severe delays.","What's Happening?

We are continuing to address a switch problem near DeKalb Av.

Additional Service Changes

Some uptown R trains will run via the Q line in Manhattan.

Listen to announcements on your train to hear how it will run.

Boarding Change

Board all uptown N/R trains from the upper level Q platform at Canal St.

Expect delays on uptown R trains while they share the track with rerouted trains.

As an alternative to B/Q service in Brooklyn, consider using nearby B49 or B68 buses."
473902,232298,1,1/4/26,NYCT Subway,stops-skipped,N | R,Uptown N/R trains are running express from Canal St to 34 St-Herald Sq while we request NYPD assistance for someone being disruptive on a train at 28 St.,"For service to/from bypassed stops, take a downtown train.
Expect delays on Q trains while tracks are shared."
473903,232298,2,1/4/26,NYCT Subway,delays,N | R,Uptown N/R trains are running with delays after we requested NYPD assistance for someone being disruptive on a train at 28 St.,Uptown N/R trains have resumed making scheduled stops.
473662,232190,1,1/3/26,NYCT Subway,delays,D | N | R,Coney Island-bound D/N and 95 St-bound R trains are running with delays after we moved a train at Atlantic Av-Barclays Ctr.,Coney Island-bound D/N and 95 St-bound R trains have resumed making scheduled stops in Brooklyn.
473647,232183,2,1/3/26,NYCT Subway,delays,R,R trains are running with delays in both directions while EMS responds to someone in need on a train at Whitehall St-South Ferry.,"The last stop on some Whitehall St-bound R trains will be Court St.
Listen for train crew announcements to hear how your train will run."
473631,232174,5,1/3/26,NYCT Subway,delays,D | N | R,Uptown D/N/R trains are running with delays after emergency teams responded to someone who was struck by a train at 36 St (BKYLN).,Uptown D/N/R trains have resumed making scheduled stops.
473568,232152,0,1/2/26,NYCT Subway,stops-skipped | delays,E | F | M | R,Downtown M/R trains are running express from Forest Hills-71 Av to Jackson Heights-Roosevelt Av.,"For service to/from stops bypassed, take a Forest Hills-bound train.

What's Happening?
We're removing a train in need of cleaning from service at Forest Hills-71 Av.

Expect downtown E/F delays while they share tracks with rerouted trains."
473571,232152,1,1/2/26,NYCT Subway,delays,M | R,Downtown M/R trains are running with delays after we  removed a train in need of cleaning from service at Forest Hills-71 Av.,Downtown M/R trains have resumed local service from Forest Hills-71 Av to Jackson Heights-Roosevelt Av.
473480,232101,3,1/2/26,NYCT Subway,delays,D | N | R,Coney Island-bound D/N and Bay Ridge-95 St-bound R trains are running with delays after we moved a train that had its brakes activated near 4 Av/9 St.,Coney Island-bound D/N trains have resumed making scheduled stops.
473349,232028,0,1/2/26,NYCT Subway,stops-skipped,N | R,Uptown N/R trains are running express from Canal St to 34 St-Herald Sq while we remove a train car in need of cleaning from service at 14 St-Union Sq.,"If your stop is skipped, take a downtown train."
473353,232028,1,1/2/26,NYCT Subway,delays,N | R,Uptown N/R trains are running with delays after we removed a train car in need of cleaning from service at 14 St-Union Sq.,Uptown N/R trains have resumed making local stops from Canal St to 34 St-Herald Sq.
473238,231976,0,1/1/26,NYCT Subway,reroute | delays,N | Q | R,Downtown R trains are running via the Q from Canal St to DeKalb Av while we address a switch problem near Prince St.,"For service to/from stops bypassed, take an uptown train.

Expect downtown N/Q delays while they share tracks with rerouted trains."
473239,231976,1,1/1/26,NYCT Subway,delays,R,Downtown R trains are running with delays after we addressed a switch problem near Prince St.,Downtown R trains have resumed regular service from Manhattan to Brooklyn.
473203,231895,0,1/1/26,NYCT Subway,stops-skipped,N | Q | R,"In Manhattan, N/Q/R  skips 57 St/7 Av in both directions.","If you're headed to Times Square for the New Year's Eve celebration, consider using the 34 St-Herald Sq [accessibility icon] station; street exits at the Times Sq-42 St station will be closed.

What's happening?
New Year's Eve in Times Square"
